Item,ID,Name,Type,SKU,Options,"Inventory Tracking","Current Stock","Low Stock",Price,"Cost Price","Retail Price","Sale Price","Brand ID",Channels,Categories,Description,"Custom Fields","Page Title","Product URL","Meta Description","Search Keywords","Meta Keywords","Bin Picking Number",UPC/EAN,"Global Trade Number","Manufacturer Part Number","Free Shipping","Fixed Shipping Cost",Weight,Width,Height,Depth,"Is Visible","Is Featured",Warranty,"Tax Class","Product Condition","Show Product Condition","Sort Order","Variant Image URL","Internal Image URL (Export)","Image URL (Import)","Image Description","Image is Thumbnail","Image Sort Order","YouTube ID","Video Title","Video Description","Video Sort Order"
Image,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/732/images/392/BIRDMAN_FALCON_1.17_KG_CHOCOLATE__95028.1692242316.386.513.png?c=1,,,TRUE,1,,,,
Image,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/732/images/393/BIRDMAN_FALCON_1.17_KG_VAINILLA__07598.1692242316.386.513.png?c=1,,,FALSE,3,,,,
Image,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/732/images/394/BIRDMAN_FALCON_1.17_KG_CHAI__72372.1692242316.386.513.png?c=1,,,FALSE,0,,,,
Image,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/732/images/395/BIRDMAN_FALCON_1.17_KG_FRESA__50051.1692242316.386.513.png?c=1,,,FALSE,2,,,,
Product,737,"BIRDMAN FALCON 510 GRS",physical,,,none,0,0,694.37,496.00,0.00,0.00,39,1,28;114,"<h3>Falcon Protein: Nutrici&oacute;n Completa para Atletas Exigentes</h3>
<h4>Caracter&iacute;sticas Principales:</h4>
<ul>
<li><strong>F&oacute;rmula Org&aacute;nica de M&uacute;ltiples Fuentes:</strong> Combina prote&iacute;nas de arroz, ch&iacute;charo, quinoa, semilla de calabaza, semilla de ar&aacute;ndano y sacha inchi para un perfil completo de amino&aacute;cidos.</li>
<li><strong>Enriquecido con Enzimas y Probi&oacute;ticos:</strong> Contiene enzimas digestivas y probi&oacute;ticos para mejorar la digesti&oacute;n y la salud intestinal.</li>
<li><strong>Sabor &Uacute;nico a Chai:</strong> Endulzado con stevia org&aacute;nica y realzado con sabor chai para una experiencia gustativa &uacute;nica.</li>
<li><strong>Rico en Minerales Traza:</strong> Incluye alga Lithothamnium Calcareum como fuente natural de minerales traza.</li>
</ul>
<hr />
<h4>Detalles Cient&iacute;ficos:</h4>
<ol>
<li>
<p><strong>Prote&iacute;nas de M&uacute;ltiples Fuentes:</strong> La combinaci&oacute;n de diferentes fuentes de prote&iacute;nas asegura un perfil completo de amino&aacute;cidos esenciales, lo que es crucial para la recuperaci&oacute;n muscular y el desarrollo [1].</p>
</li>
<li>
<p><strong>Amaranto y Quinoa:</strong> Estos pseudocereales son ricos en prote&iacute;nas y otros nutrientes esenciales, ofreciendo beneficios adicionales para la salud y el rendimiento [2].</p>
</li>
<li>
<p><strong>Enzimas Digestivas:</strong> La presencia de papaina, bromelina y proteasa f&uacute;ngica facilita la digesti&oacute;n de las prote&iacute;nas, permitiendo una mejor absorci&oacute;n y utilizaci&oacute;n de los amino&aacute;cidos [3].</p>
</li>
<li>
<p><strong>Probi&oacute;ticos:</strong> El Bacillus Coagulans incluido en la f&oacute;rmula ayuda a mantener un equilibrio saludable de la flora intestinal, lo que es beneficioso para la digesti&oacute;n y la absorci&oacute;n de nutrientes [4].</p>
</li>
<li>
<p><strong>Minerales Traza:</strong> El alga Lithothamnium Calcareum es una fuente rica de minerales traza que son esenciales para numerosas funciones biol&oacute;gicas, incluida la salud &oacute;sea [5].</p>
</li>
</ol>
<hr />
<h4>Referencias Cient&iacute;ficas:</h4>
<p>[1] ""Plant Proteins: Assessing Their Nutritional Quality and Effects on Health and Physical Function,"" Nutrients, 2020. [2] ""Nutritional and Functional Potential of Quinoa and Amaranth,"" Journal of Food Science and Technology, 2018. [3] ""Enzyme-Assisted Protein Hydrolysis: Applications and Approaches,"" Food Research International, 2017. [4] ""Probiotics and Athlete's Performance: A Systematic Review,"" Sports Medicine, 2019. [5] ""Trace Elements in Human Nutrition: A Review,"" International Journal of Environmental Research and Public Health, 2020.</p>",id=11|TIPO=VEGANA,"Falcon Protein",/birdman-falcon-510-grs/,"Falcon Protein 510 gr",,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3376,,,737-FR,Type=Dropdown|Name=Sabor|Value=FRESA,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/24_source_1692244286.png,,,,,,,,,
Variant,3377,,,737-CH,Type=Dropdown|Name=Sabor|Value=CHOCOLATE,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/22_source_1692244286.png,,,,,,,,,
Variant,3378,,,737-VA,Type=Dropdown|Name=Sabor|Value=VAINILLA,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/23_source_1692244286.png,,,,,,,,,
Image,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/737/images/396/BIRDMAN_FALCON_510_GRS_CHOCOLATE__45259.1692244285.386.513.png?c=1,,,TRUE,0,,,,
Image,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/737/images/397/BIRDMAN_FALCON_510_GRS_VAINILLA__42879.1692244285.386.513.png?c=1,,,FALSE,2,,,,
Image,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/737/images/398/BIRDMAN_FALCON_510_GRS_FRESA__28297.1692244285.386.513.png?c=1,,,FALSE,1,,,,
Product,738,"BIRDMAN FALCON BAG 1.8 KG",physical,,,none,0,0,1677.16,1198.00,0.00,0.00,39,1,28;114,"<h3>Falcon Protein: Nutrici&oacute;n Completa para Atletas Exigentes</h3>
<h4>Caracter&iacute;sticas Principales:</h4>
<ul>
<li><strong>F&oacute;rmula Org&aacute;nica de M&uacute;ltiples Fuentes:</strong> Combina prote&iacute;nas de arroz, ch&iacute;charo, quinoa, semilla de calabaza, semilla de ar&aacute;ndano y sacha inchi para un perfil completo de amino&aacute;cidos.</li>
<li><strong>Enriquecido con Enzimas y Probi&oacute;ticos:</strong> Contiene enzimas digestivas y probi&oacute;ticos para mejorar la digesti&oacute;n y la salud intestinal.</li>
<li><strong>Sabor &Uacute;nico a Chai:</strong> Endulzado con stevia org&aacute;nica y realzado con sabor chai para una experiencia gustativa &uacute;nica.</li>
<li><strong>Rico en Minerales Traza:</strong> Incluye alga Lithothamnium Calcareum como fuente natural de minerales traza.</li>
</ul>
<hr />
<h4>Detalles Cient&iacute;ficos:</h4>
<ol>
<li>
<p><strong>Prote&iacute;nas de M&uacute;ltiples Fuentes:</strong> La combinaci&oacute;n de diferentes fuentes de prote&iacute;nas asegura un perfil completo de amino&aacute;cidos esenciales, lo que es crucial para la recuperaci&oacute;n muscular y el desarrollo [1].</p>
</li>
<li>
<p><strong>Amaranto y Quinoa:</strong> Estos pseudocereales son ricos en prote&iacute;nas y otros nutrientes esenciales, ofreciendo beneficios adicionales para la salud y el rendimiento [2].</p>
</li>
<li>
<p><strong>Enzimas Digestivas:</strong> La presencia de papaina, bromelina y proteasa f&uacute;ngica facilita la digesti&oacute;n de las prote&iacute;nas, permitiendo una mejor absorci&oacute;n y utilizaci&oacute;n de los amino&aacute;cidos [3].</p>
</li>
<li>
<p><strong>Probi&oacute;ticos:</strong> El Bacillus Coagulans incluido en la f&oacute;rmula ayuda a mantener un equilibrio saludable de la flora intestinal, lo que es beneficioso para la digesti&oacute;n y la absorci&oacute;n de nutrientes [4].</p>
</li>
<li>
<p><strong>Minerales Traza:</strong> El alga Lithothamnium Calcareum es una fuente rica de minerales traza que son esenciales para numerosas funciones biol&oacute;gicas, incluida la salud &oacute;sea [5].</p>
</li>
</ol>
<hr />
<h4>Referencias Cient&iacute;ficas:</h4>
<p>[1] ""Plant Proteins: Assessing Their Nutritional Quality and Effects on Health and Physical Function,"" Nutrients, 2020. [2] ""Nutritional and Functional Potential of Quinoa and Amaranth,"" Journal of Food Science and Technology, 2018. [3] ""Enzyme-Assisted Protein Hydrolysis: Applications and Approaches,"" Food Research International, 2017. [4] ""Probiotics and Athlete's Performance: A Systematic Review,"" Sports Medicine, 2019. [5] ""Trace Elements in Human Nutrition: A Review,"" International Journal of Environmental Research and Public Health, 2020.</p>",id=12|TIPO=VEGANA,"Falcon Protein",/birdman-falcon-bag-1-8-kg/,"Falcon Protein 1.8 kg",,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3379,,,738-CH,Type=Dropdown|Name=Sabor|Value=Chocolate,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/25_source_1692244732.png,,,,,,,,,
Variant,3380,,,738-VA,Type=Dropdown|Name=Sabor|Value=Vainilla,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/26_source_1692244732.png,,,,,,,,,
Image,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/738/images/399/BIRDMAN_FALCON_BAG_1.8_KG_VAINILLA__28755.1692244730.386.513.png?c=1,,,TRUE,0,,,,
Image,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/738/images/400/BIRDMAN_FALCON_BAG_1.8_KG_CHOCOLATE__46736.1692244730.386.513.png?c=1,,,FALSE,1,,,,
Product,740,"BIRDMAN FALCON PERFORMANCE 1.14 KG",physical,,,none,0,0,1226.40,876.00,0.00,0.00,39,1,28;114,"<p><strong>Falcon Performance</strong><span>&nbsp;fue especialmente&nbsp;</span><strong>dise&ntilde;ado para&nbsp;</strong><strong>promover la recuperaci&oacute;n muscular tras un entrenamiento&nbsp;</strong><strong>de alto rendimiento</strong><span>. Cada porci&oacute;n aporta&nbsp;</span><strong>30gr de prote&iacute;na</strong><span>&nbsp;de r&aacute;pida absorci&oacute;n,&nbsp;<strong>6g de&nbsp;</strong></span><strong>BCAAS</strong><span>, as&iacute; como una&nbsp;</span><strong>mezcla antiinflamatoria</strong><span>&nbsp;y&nbsp;</span><strong>mezcla de enzimas&nbsp;</strong><span>para una mayor absorci&oacute;n.</span><br /><span></span></p> <p><span>Es libre de l&aacute;cteos, gluten y soya, Falcon Performance es&nbsp;</span><span>una prote&iacute;na de f&aacute;cil digesti&oacute;n.</span></p> <ol data-sanitized-data-mce-fragment=""1""> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">30gr de prote&iacute;na por cada porci&oacute;n de 38gr.</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">6g de BCAAS por porci&oacute;n</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Mezcla que ayuda a la recuperaci&oacute;n muscular para despu&eacute;s del ejercicio</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Perfil de amino&aacute;cidos completo</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Perfecta para agregar a tus smoothies y recetas</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Sabor cremoso y delicioso</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Enzimas proteol&iacute;ticas para una &oacute;ptima digesti&oacute;n</li> </ol>",id=13|TIPO=VEGANA,"Falcon Performance",/birdman-falcon-performance-1-14-kg/,"Falcon Performance 1.14 kg",,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Image,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/740/images/402/BIRDMAN_FALCON_PERFORMANCE_1.14_KG_CHOCOLATE__45651.1692245498.386.513.png?c=1,,,TRUE,0,,,,
Product,741,"BIRDMAN FALCON PERFORMANCE 722 GRS",physical,,,none,0,0,848.40,606.00,0.00,0.00,39,1,28;114,"<p><strong>Falcon Performance</strong><span>&nbsp;fue especialmente&nbsp;</span><strong>dise&ntilde;ado para&nbsp;</strong><strong>promover la recuperaci&oacute;n muscular tras un entrenamiento&nbsp;</strong><strong>de alto rendimiento</strong><span>. Cada porci&oacute;n aporta&nbsp;</span><strong>30gr de prote&iacute;na</strong><span>&nbsp;de r&aacute;pida absorci&oacute;n,&nbsp;<strong>6g de&nbsp;</strong></span><strong>BCAAS</strong><span>, as&iacute; como una&nbsp;</span><strong>mezcla antiinflamatoria</strong><span>&nbsp;y&nbsp;</span><strong>mezcla de enzimas&nbsp;</strong><span>para una mayor absorci&oacute;n.</span><br /><span></span></p> <p><span>Es libre de l&aacute;cteos, gluten y soya, Falcon Performance es&nbsp;</span><span>una prote&iacute;na de f&aacute;cil digesti&oacute;n.<br /><br /></span></p> <ol data-sanitized-data-mce-fragment=""1""> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">30gr de prote&iacute;na por cada porci&oacute;n de 38gr.</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">6g de BCAAS por porci&oacute;n</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Mezcla que ayuda a la recuperaci&oacute;n muscular para despu&eacute;s del ejercicio</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Perfil de amino&aacute;cidos completo</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Perfecta para agregar a tus smoothies y recetas</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Sabor cremoso y delicioso</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Enzimas proteol&iacute;ticas para una &oacute;ptima digesti&oacute;n</li> </ol> <p><span>&nbsp;</span></p>",id=14|TIPO=VEGANA,"BIRDMAN FALCON PERFORMANCE",/birdman-falcon-performance-722-grs/,"BIRDMAN FALCON PERFORMANCE 722 GRS",,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3381,,,741-CH,Type=Dropdown|Name=Sabor|Value=Chocolate,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/27_source_1692328895.png,,,,,,,,,
Variant,3382,,,741-VA,Type=Dropdown|Name=Sabor|Value=vainilla,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/28_source_1692328895.png,,,,,,,,,
Image,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/741/images/403/BIRDMAN_FALCON_PERFORMANCE_722_GRS_CHOCOLATE__75230.1692328787.386.513.png?c=1,,,TRUE,0,,,,
Image,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/741/images/404/BIRDMAN_FALCON_PERFORMANCE_722_GRS_G_VAINILLA__02022.1692328787.386.513.png?c=1,,,FALSE,1,,,,
Product,743,"BIRDMAN FALCON PERFORMANCE BAG 1.9 KG",physical,,,none,0,0,1716.44,1226.00,0.00,0.00,39,1,28;114,"<p><strong>Falcon Performance</strong><span>&nbsp;fue especialmente&nbsp;</span><strong>dise&ntilde;ado para&nbsp;</strong><strong>promover la recuperaci&oacute;n muscular tras un entrenamiento&nbsp;</strong><strong>de alto rendimiento</strong><span>. Cada porci&oacute;n aporta&nbsp;</span><strong>30gr de prote&iacute;na</strong><span>&nbsp;de r&aacute;pida absorci&oacute;n,&nbsp;<strong>6g de&nbsp;</strong></span><strong>BCAAS</strong><span>, as&iacute; como una&nbsp;</span><strong>mezcla antiinflamatoria</strong><span>&nbsp;y&nbsp;</span><strong>mezcla de enzimas&nbsp;</strong><span>para una mayor absorci&oacute;n.</span><br /><span></span></p> <p><span>Es libre de l&aacute;cteos, gluten y soya, Falcon Performance es&nbsp;</span><span>una prote&iacute;na de f&aacute;cil digesti&oacute;n.<br /><br /></span></p> <ol data-sanitized-data-mce-fragment=""1""> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">30gr de prote&iacute;na por cada porci&oacute;n de 38gr.</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">6g de BCAAS por porci&oacute;n</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Mezcla que ayuda a la recuperaci&oacute;n muscular para despu&eacute;s del ejercicio</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Perfil de amino&aacute;cidos completo</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Perfecta para agregar a tus smoothies y recetas</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Sabor cremoso y delicioso</li> <li type=""disc"" data-sanitized-data-mce-fragment=""1"">Enzimas proteol&iacute;ticas para una &oacute;ptima digesti&oacute;n</li> </ol> <p>&nbsp;</p>",id=15|TIPO=VEGANA,"BIRDMAN FALCON PERFORMANCE BAG",/birdman-falcon-performance-bag-1-9-kg/,"BIRDMAN FALCON PERFORMANCE BAG 1.9 KG",,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3383,,,743-CH,Type=Dropdown|Name=Sabor|Value=Chocolate,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/29_source_1692329202.png,,,,,,,,,
Variant,3384,,,743-VA,Type=Dropdown|Name=Sabor|Value=Vainilla,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/30_source_1692329202.png,,,,,,,,,
Image,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/743/images/405/BIRDMAN_FALCON_PERFORMANCE_BAG_1.9_KG_CHOCOLATE__50420.1692329201.386.513.png?c=1,,,TRUE,0,,,,
Image,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/products/743/images/406/BIRDMAN_FALCON_PERFORMANCE_BAG_1.9_KG_G_VAINILLA__01596.1692329201.386.513.png?c=1,,,FALSE,1,,,,
Product,745,"BIRDMAN PARROT 210 GRS",physical,"BIRDMAN PARROT 210 GRS",,none,0,0,316.37,226.00,0.00,0.00,39,1,28;114,"<h3>Birdman Parrot Greens and Protein: Nutrici&oacute;n Integral para un Rendimiento &Oacute;ptimo</h3>
<h4>Caracter&iacute;sticas Principales:</h4>
<ul>
<li><strong>F&oacute;rmula Vegana de Prote&iacute;na y Verduras:</strong> Combina prote&iacute;na de ch&iacute;charo con un espectro completo de superalimentos verdes.</li>
<li><strong>Nutrientes Org&aacute;nicos:</strong> Ingredientes como jugo de pasto de trigo, pasto de avena y hoja de alfalfa, todos org&aacute;nicos, para una nutrici&oacute;n superior.</li>
<li><strong>Sabor Natural:</strong> Endulzado con extracto de fruto del monje y realzado con sabores org&aacute;nicos de berries y vainilla.</li>
<li><strong>Optimizado con Enzimas Digestivas:</strong> Incluye enzimas como amilasa, lactasa y proteasa para mejorar la digesti&oacute;n y absorci&oacute;n de nutrientes.</li>
</ul>
<hr />
<h4>Detalles Cient&iacute;ficos:</h4>
<ol>
<li>
<p><strong>Prote&iacute;na de Ch&iacute;charo:</strong> Una excelente fuente de prote&iacute;na vegetal que contiene todos los amino&aacute;cidos esenciales, ideal para la recuperaci&oacute;n muscular y el desarrollo [1].</p>
</li>
<li>
<p><strong>Superalimentos Verdes:</strong> La lenteja acu&aacute;tica, los pastos de trigo, avena y cebada, y la hoja de alfalfa son ricos en antioxidantes, vitaminas y minerales que apoyan la salud general y el rendimiento atl&eacute;tico [2].</p>
</li>
<li>
<p><strong>T&eacute; Matcha y Alga Chlorella:</strong> Estos ingredientes no solo aportan sabor, sino que tambi&eacute;n ofrecen beneficios antioxidantes y detoxificantes [3].</p>
</li>
<li>
<p><strong>Enzimas Digestivas:</strong> Las enzimas incluidas facilitan una mejor digesti&oacute;n de prote&iacute;nas, carbohidratos y grasas, lo que permite una absorci&oacute;n &oacute;ptima de nutrientes [4].</p>
</li>
<li>
<p><strong>Extractos Org&aacute;nicos:</strong> Contiene extractos de fruto del monje para endulzar y extractos de c&aacute;scara de lim&oacute;n, grosellero de la India y semilla de achiote para potenciar la absorci&oacute;n de nutrientes [5].</p>
</li>
</ol>
<hr />
<h4>Referencias Cient&iacute;ficas:</h4>
<p>[1] ""Pea Proteins: From Isolation to Application,"" Comprehensive Reviews in Food Science and Food Safety, 2018. [2] ""Nutritional and Health Benefits of Superfoods,"" Journal of Nutritional Science, 2019. [3] ""Antioxidant and Antimicrobial Properties of Bioactive Phytochemicals from Cranberry,"" Journal of the Science of Food and Agriculture, 2017. [4] ""The Role of Enzyme Supplementation in Digestive Disorders,"" Alternative Medicine Review, 2008. [5] ""Phytochemicals: Extraction, Isolation, and Identification of Bioactive Compounds from Plant Extracts,"" Journal of Functional Foods, 2017.</p>",id=16|TIPO=VEGANA,"BIRDMAN PARROT BERRY",/birdman-parrot-210-grs/,"BIRDMAN PARROT BERRY 210 GRS",,,,,,,FALSE,0.00,1.00,0.00,0.00,0.00,TRUE,FALSE,,0,New,FALSE,0,,,,,,,,,,
Variant,3385,,,745-MA,Type=Dropdown|Name=Sabor|Value=Matcha,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/31_source_1692329587.png,,,,,,,,,
Variant,3386,,,745-VA,Type=Dropdown|Name=Sabor|Value=Vainilla,,0,0,,0.00,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,https://cdn11.bigcommerce.com/s-h7smree6i/product_images/attribute_rule_images/32_source_1692329587.png,,,,,,,,,
